<<< Spectrum Data for LSA Series Signal Analyzer >>>
                  (c) Copyright 2008, Aeroflex.Ltd 2.002
*** Spectrum Infomation ***
Center,488973256,Hz
Span,19245283,Hz
RBW,200000,Hz
VBW,200000,Hz
Sweep,10000,msec
*** Spectrum Trace ***
Num,TraceA(Hz),TraceA(dBm),TraceB(Hz),TraceB(dBm),TraceC(Hz),TraceC(dBm)
0219,483554494,-72.56,0,0.00,0,0.00
0220,483573778,-84.35,0,0.00,0,0.00
0221,483593062,-82.62,0,0.00,0,0.00
0222,483612346,-80.89,0,0.00,0,0.00
0223,483631630,-85.17,0,0.00,0,0.00
0224,483650914,-75.66,0,0.00,0,0.00
0225,483670197,-83.48,0,0.00,0,0.00
0226,483689481,-91.30,0,0.00,0,0.00
0227,483708765,-77.18,0,0.00,0,0.00
0228,483728049,-84.16,0,0.00,0,0.00
0229,483747333,-79.59,0,0.00,0,0.00
0230,483766617,-75.02,0,0.00,0,0.00
0231,483785900,-95.08,0,0.00,0,0.00
0232,483805184,-82.10,0,0.00,0,0.00
0233,483824468,-84.44,0,0.00,0,0.00
0234,483843752,-86.78,0,0.00,0,0.00
0235,483863036,-77.65,0,0.00,0,0.00
0236,483882320,-86.63,0,0.00,0,0.00
0237,483901604,-83.42,0,0.00,0,0.00
0238,483920887,-80.22,0,0.00,0,0.00
0239,483940171,-86.98,0,0.00,0,0.00
0240,483959455,-75.18,0,0.00,0,0.00
0241,483978739,-84.31,0,0.00,0,0.00
0242,483998023,-93.45,0,0.00,0,0.00
0243,484017307,-77.87,0,0.00,0,0.00
0244,484036591,-87.50,0,0.00,0,0.00
0245,484055874,-81.95,0,0.00,0,0.00
0246,484075158,-76.41,0,0.00,0,0.00
0247,484094442,-92.61,0,0.00,0,0.00
0248,484113726,-74.48,0,0.00,0,0.00
0249,484133010,-82.37,0,0.00,0,0.00
0250,484152294,-90.26,0,0.00,0,0.00
0251,484171577,-77.81,0,0.00,0,0.00
0252,484190861,-83.50,0,0.00,0,0.00
0253,484210145,-89.18,0,0.00,0,0.00
0254,484229429,-79.06,0,0.00,0,0.00
0255,484248713,-88.72,0,0.00,0,0.00
0256,484267997,-83.71,0,0.00,0,0.00
0257,484287281,-78.69,0,0.00,0,0.00
0258,484306564,-88.17,0,0.00,0,0.00
0259,484325848,-74.68,0,0.00,0,0.00
0260,484345132,-81.74,0,0.00,0,0.00
0261,484364416,-88.80,0,0.00,0,0.00
0262,484383700,-79.43,0,0.00,0,0.00
0263,484402984,-91.05,0,0.00,0,0.00
0264,484422268,-82.75,0,0.00,0,0.00
0265,484441551,-74.44,0,0.00,0,0.00
0266,484460835,-88.09,0,0.00,0,0.00
0267,484480119,-75.48,0,0.00,0,0.00
0268,484499403,-83.43,0,0.00,0,0.00
0269,484518687,-91.39,0,0.00,0,0.00
0270,484537971,-77.35,0,0.00,0,0.00
0271,484557254,-84.28,0,0.00,0,0.00
0272,484576538,-80.10,0,0.00,0,0.00
0273,484595822,-75.92,0,0.00,0,0.00
0274,484615106,-88.69,0,0.00,0,0.00
0275,484634390,-79.45,0,0.00,0,0.00
0276,484653674,-81.60,0,0.00,0,0.00
0277,484672958,-83.76,0,0.00,0,0.00
0278,484692241,-80.29,0,0.00,0,0.00
0279,484711525,-85.53,0,0.00,0,0.00
0280,484730809,-80.05,0,0.00,0,0.00
0281,484750093,-74.58,0,0.00,0,0.00
0282,484769377,-93.85,0,0.00,0,0.00
0283,484788661,-81.44,0,0.00,0,0.00
0284,484807945,-85.00,0,0.00,0,0.00
0285,484827228,-88.56,0,0.00,0,0.00
0286,484846512,-76.43,0,0.00,0,0.00
0287,484865796,-86.52,0,0.00,0,0.00
0288,484885080,-80.98,0,0.00,0,0.00
0289,484904364,-75.44,0,0.00,0,0.00
0290,484923648,-89.92,0,0.00,0,0.00
0291,484942931,-83.95,0,0.00,0,0.00
0292,484962215,-77.99,0,0.00,0,0.00
0293,484981499,-92.64,0,0.00,0,0.00
0294,485000783,-76.06,0,0.00,0,0.00
0295,485020067,-81.48,0,0.00,0,0.00
0296,485039351,-86.91,0,0.00,0,0.00
0297,485058635,-78.90,0,0.00,0,0.00
0298,485077918,-87.98,0,0.00,0,0.00
0299,485097202,-82.68,0,0.00,0,0.00
0300,485116486,-77.37,0,0.00,0,0.00
0301,485135770,-88.22,0,0.00,0,0.00
0302,485155054,-75.79,0,0.00,0,0.00
0303,485174338,-80.54,0,0.00,0,0.00
