<<< Spectrum Data for LSA Series Signal Analyzer >>>
                  (c) Copyright 2008, Aeroflex.Ltd 2.002
*** Spectrum Infomation ***
Center,500000000,Hz
Span,1000000000,Hz
RBW,5000000,Hz
VBW,3000000,Hz
Sweep,10000,msec
*** Spectrum Trace ***
Num,TraceA(Hz),TraceA(dBm),TraceB(Hz),TraceB(dBm),TraceC(Hz),TraceC(dBm)
0363,658181818,-68.40,0,0.00,0,0.00
0364,660000000,-86.34,0,0.00,0,0.00
0365,661818182,-68.83,0,0.00,0,0.00
0366,663636364,-85.36,0,0.00,0,0.00
0367,665454545,-69.01,0,0.00,0,0.00
0368,667272727,-88.14,0,0.00,0,0.00
0369,669090909,-69.38,0,0.00,0,0.00
0370,670909091,-87.40,0,0.00,0,0.00
0371,672727273,-66.76,0,0.00,0,0.00
0372,674545455,-84.97,0,0.00,0,0.00
0373,676363636,-68.10,0,0.00,0,0.00
0374,678181818,-89.24,0,0.00,0,0.00
0375,680000000,-68.54,0,0.00,0,0.00
0376,681818182,-88.43,0,0.00,0,0.00
0377,683636364,-68.69,0,0.00,0,0.00
0378,685454545,-85.37,0,0.00,0,0.00
0379,687272727,-69.27,0,0.00,0,0.00
0380,689090909,-90.29,0,0.00,0,0.00
0381,690909091,-69.73,0,0.00,0,0.00
0382,692727273,-87.53,0,0.00,0,0.00
0383,694545455,-68.87,0,0.00,0,0.00
0384,696363636,-87.29,0,0.00,0,0.00
0385,698181818,-68.73,0,0.00,0,0.00
0386,700000000,-87.73,0,0.00,0,0.00
0387,701818182,-70.13,0,0.00,0,0.00
0388,703636364,-87.74,0,0.00,0,0.00
0389,705454545,-69.15,0,0.00,0,0.00
0390,707272727,-92.79,0,0.00,0,0.00
0391,709090909,-67.03,0,0.00,0,0.00
0392,710909091,-86.12,0,0.00,0,0.00
0393,712727273,-68.88,0,0.00,0,0.00
0394,714545455,-88.37,0,0.00,0,0.00
0395,716363636,-68.42,0,0.00,0,0.00
0396,718181818,-86.54,0,0.00,0,0.00
0397,720000000,-68.83,0,0.00,0,0.00
0398,721818182,-89.45,0,0.00,0,0.00
0399,723636364,-69.19,0,0.00,0,0.00
0400,725454545,-86.49,0,0.00,0,0.00
0401,727272727,-67.31,0,0.00,0,0.00
0402,729090909,-89.75,0,0.00,0,0.00
0403,730909091,-68.82,0,0.00,0,0.00
0404,732727273,-86.75,0,0.00,0,0.00
0405,734545455,-69.73,0,0.00,0,0.00
0406,736363636,-89.16,0,0.00,0,0.00
0407,738181818,-68.36,0,0.00,0,0.00
0408,740000000,-85.84,0,0.00,0,0.00
0409,741818182,-68.14,0,0.00,0,0.00
0410,743636364,-86.83,0,0.00,0,0.00
0411,745454545,-67.48,0,0.00,0,0.00
0412,747272727,-87.00,0,0.00,0,0.00
0413,749090909,-67.98,0,0.00,0,0.00
0414,750909091,-86.84,0,0.00,0,0.00
0415,752727273,-68.91,0,0.00,0,0.00
0416,754545455,-88.57,0,0.00,0,0.00
0417,756363636,-70.08,0,0.00,0,0.00
0418,758181818,-88.41,0,0.00,0,0.00
0419,760000000,-68.69,0,0.00,0,0.00
0420,761818182,-88.68,0,0.00,0,0.00
0421,763636364,-68.02,0,0.00,0,0.00
0422,765454545,-87.09,0,0.00,0,0.00
0423,767272727,-69.07,0,0.00,0,0.00
0424,769090909,-87.10,0,0.00,0,0.00
0425,770909091,-67.40,0,0.00,0,0.00
0426,772727273,-91.78,0,0.00,0,0.00
0427,774545455,-66.59,0,0.00,0,0.00
0428,776363636,-89.60,0,0.00,0,0.00
0429,778181818,-67.39,0,0.00,0,0.00
0430,780000000,-86.63,0,0.00,0,0.00
0431,781818182,-69.31,0,0.00,0,0.00
0432,783636364,-87.89,0,0.00,0,0.00
0433,785454545,-68.48,0,0.00,0,0.00
0434,787272727,-89.20,0,0.00,0,0.00
0435,789090909,-67.91,0,0.00,0,0.00
0436,790909091,-89.91,0,0.00,0,0.00
0437,792727273,-69.70,0,0.00,0,0.00
0438,794545455,-88.48,0,0.00,0,0.00
0439,796363636,-69.32,0,0.00,0,0.00
0440,798181818,-86.60,0,0.00,0,0.00
0441,800000000,-68.82,0,0.00,0,0.00
0442,801818182,-89.59,0,0.00,0,0.00
0443,803636364,-67.51,0,0.00,0,0.00
0444,805454545,-85.33,0,0.00,0,0.00
0445,807272727,-69.04,0,0.00,0,0.00
0446,809090909,-91.99,0,0.00,0,0.00
0447,810909091,-68.86,0,0.00,0,0.00
0448,812727273,-88.51,0,0.00,0,0.00
0449,814545455,-68.09,0,0.00,0,0.00
0450,816363636,-87.76,0,0.00,0,0.00
0451,818181818,-70.17,0,0.00,0,0.00
0452,820000000,-87.96,0,0.00,0,0.00
0453,821818182,-67.52,0,0.00,0,0.00
0454,823636364,-86.46,0,0.00,0,0.00
0455,825454545,-69.24,0,0.00,0,0.00
0456,827272727,-89.27,0,0.00,0,0.00
0457,829090909,-68.06,0,0.00,0,0.00
0458,830909091,-86.73,0,0.00,0,0.00
0459,832727273,-68.99,0,0.00,0,0.00
0460,834545455,-86.65,0,0.00,0,0.00
0461,836363636,-68.99,0,0.00,0,0.00
0462,838181818,-90.14,0,0.00,0,0.00
0463,840000000,-68.13,0,0.00,0,0.00
0464,841818182,-89.57,0,0.00,0,0.00
0465,843636364,-69.82,0,0.00,0,0.00
0466,845454545,-87.86,0,0.00,0,0.00
0467,847272727,-69.14,0,0.00,0,0.00
0468,849090909,-89.60,0,0.00,0,0.00
0469,850909091,-68.50,0,0.00,0,0.00
0470,852727273,-87.69,0,0.00,0,0.00
0471,854545455,-70.37,0,0.00,0,0.00
0472,856363636,-87.75,0,0.00,0,0.00
0473,858181818,-69.26,0,0.00,0,0.00
0474,860000000,-87.39,0,0.00,0,0.00
0475,861818182,-69.57,0,0.00,0,0.00
0476,863636364,-87.83,0,0.00,0,0.00
0477,865454545,-69.36,0,0.00,0,0.00
0478,867272727,-90.44,0,0.00,0,0.00
0479,869090909,-70.29,0,0.00,0,0.00
0480,870909091,-88.35,0,0.00,0,0.00
0481,872727273,-68.81,0,0.00,0,0.00
0482,874545455,-86.07,0,0.00,0,0.00
0483,876363636,-69.37,0,0.00,0,0.00
0484,878181818,-89.13,0,0.00,0,0.00
0485,880000000,-68.84,0,0.00,0,0.00
0486,881818182,-88.48,0,0.00,0,0.00
0487,883636364,-70.08,0,0.00,0,0.00
0488,885454545,-88.66,0,0.00,0,0.00
0489,887272727,-67.69,0,0.00,0,0.00
0490,889090909,-87.50,0,0.00,0,0.00
0491,890909091,-68.45,0,0.00,0,0.00
0492,892727273,-89.87,0,0.00,0,0.00
0493,894545455,-70.05,0,0.00,0,0.00
0494,896363636,-89.74,0,0.00,0,0.00
0495,898181818,-68.10,0,0.00,0,0.00
0496,900000000,-89.78,0,0.00,0,0.00
0497,901818182,-67.72,0,0.00,0,0.00
0498,903636364,-89.86,0,0.00,0,0.00
0499,905454545,-70.36,0,0.00,0,0.00
0500,907272727,-87.93,0,0.00,0,0.00
0501,909090909,-68.52,0,0.00,0,0.00
0502,910909091,-91.66,0,0.00,0,0.00
0503,912727273,-69.23,0,0.00,0,0.00
0504,914545455,-86.74,0,0.00,0,0.00
0505,916363636,-69.31,0,0.00,0,0.00
0506,918181818,-92.90,0,0.00,0,0.00
0507,920000000,-71.16,0,0.00,0,0.00
0508,921818182,-87.99,0,0.00,0,0.00
0509,923636364,-69.35,0,0.00,0,0.00
0510,925454545,-89.40,0,0.00,0,0.00
0511,927272727,-68.33,0,0.00,0,0.00
0512,929090909,-87.10,0,0.00,0,0.00
0513,930909091,-69.14,0,0.00,0,0.00
0514,932727273,-90.45,0,0.00,0,0.00
0515,934545455,-70.02,0,0.00,0,0.00
0516,936363636,-88.36,0,0.00,0,0.00
0517,938181818,-70.48,0,0.00,0,0.00
0518,940000000,-91.33,0,0.00,0,0.00
0519,941818182,-69.77,0,0.00,0,0.00
0520,943636364,-88.32,0,0.00,0,0.00
0521,945454545,-68.95,0,0.00,0,0.00
0522,947272727,-95.70,0,0.00,0,0.00
0523,949090909,-69.23,0,0.00,0,0.00
0524,950909091,-88.50,0,0.00,0,0.00
0525,952727273,-68.38,0,0.00,0,0.00
0526,954545455,-86.48,0,0.00,0,0.00
0527,956363636,-67.41,0,0.00,0,0.00
0528,958181818,-90.57,0,0.00,0,0.00
0529,960000000,-69.37,0,0.00,0,0.00
0530,961818182,-90.07,0,0.00,0,0.00
0531,963636364,-69.85,0,0.00,0,0.00
0532,965454545,-89.29,0,0.00,0,0.00
0533,967272727,-68.84,0,0.00,0,0.00
0534,969090909,-88.87,0,0.00,0,0.00
0535,970909091,-69.56,0,0.00,0,0.00
0536,972727273,-89.09,0,0.00,0,0.00
0537,974545455,-68.77,0,0.00,0,0.00
0538,976363636,-88.15,0,0.00,0,0.00
0539,978181818,-70.24,0,0.00,0,0.00
